,feature01,feature04,feature07,feature08,feature09,feature10,feature14,feature17,feature22,feature23,feature11,feature12,feature13,feature15,feature16,feature10.1,feature21,target
220,1.0,912.0,912.0,5.0,5.0,1967.0,1.0,3.0,0.0,1967.0,NA,dog,red,okay,bad,1,0.0,125000.0
1654,2.0,1259.0,1353.0,6.0,5.0,1979.0,1.0,2.0,0.0,1999.0,NA,NA,red,bad,bad,0,0.0,192350.0
344,2.0,945.0,1608.0,6.0,5.0,1997.0,1.0,3.0,663.0,1997.0,NA,NA,red,bad,bad,0,1.0,189500.0
460,3.0,1712.0,1712.0,8.0,5.0,2002.0,1.0,3.0,0.0,2003.0,NA,NA,red,good,good,0,0.0,286500.0
2648,1.0,576.0,864.0,4.0,5.0,1950.0,0.0,2.0,0.0,1950.0,Grvl,NA,red,NA,bad,1,0.0,105000.0
1303,1.0,928.0,928.0,5.0,6.0,1957.0,0.0,3.0,0.0,1957.0,NA,NA,blue,NA,bad,1,0.0,112500.0
2200,1.0,731.0,1768.0,5.0,7.0,1937.0,2.0,3.0,787.0,1950.0,NA,dog,red,bad,good,1,1.0,175000.0
2804,2.0,1079.0,1919.0,8.0,5.0,2006.0,1.0,3.0,840.0,2006.0,NA,NA,red,good,good,0,1.0,233230.0
2311,2.0,964.0,2236.0,7.0,5.0,1997.0,1.0,4.0,1243.0,1997.0,NA,NA,red,bad,good,0,1.0,222000.0
845,2.0,928.0,1772.0,6.0,5.0,1998.0,1.0,3.0,844.0,1998.0,NA,NA,red,bad,bad,0,1.0,200000.0
76,2.0,1055.0,1845.0,6.0,5.0,1992.0,1.0,3.0,790.0,1992.0,NA,cat,red,bad,good,0,1.0,189000.0
1943,2.0,845.0,893.0,5.0,7.0,1949.0,0.0,2.0,0.0,2003.0,NA,NA,red,NA,good,1,0.0,135000.0
1870,2.0,1680.0,1680.0,5.0,6.0,1976.0,0.0,4.0,0.0,1976.0,NA,NA,red,NA,bad,0,0.0,136905.0
1147,2.0,1604.0,1617.0,6.0,5.0,1993.0,1.0,2.0,0.0,1994.0,NA,NA,red,okay,good,0,0.0,193000.0
247,2.0,1050.0,1949.0,7.0,5.0,1993.0,1.0,3.0,887.0,1994.0,NA,cat,red,bad,good,0,1.0,236000.0
2662,1.0,815.0,1690.0,7.0,6.0,1916.0,1.0,3.0,875.0,1950.0,NA,NA,red,good,bad,1,0.0,144000.0
532,2.0,812.0,1653.0,7.0,5.0,2003.0,0.0,3.0,841.0,2003.0,NA,NA,red,NA,good,0,1.0,209000.0
2405,2.0,1368.0,1368.0,7.0,5.0,2005.0,1.0,2.0,0.0,2006.0,NA,NA,red,good,good,0,0.0,202500.0
476,2.0,384.0,1374.0,7.0,5.0,2004.0,1.0,3.0,630.0,2005.0,NA,NA,red,good,good,0,1.0,170000.0
1875,1.0,1214.0,1214.0,5.0,5.0,1967.0,1.0,3.0,0.0,1967.0,NA,NA,red,okay,bad,0,0.0,143000.0
903,1.0,720.0,1298.0,5.0,6.0,1941.0,2.0,3.0,444.0,1950.0,Grvl,NA,red,good,bad,1,0.0,122000.0
1889,1.0,894.0,894.0,5.0,7.0,1960.0,0.0,3.0,0.0,1960.0,NA,NA,red,NA,bad,1,0.0,117600.0
2409,2.0,1405.0,1405.0,7.0,5.0,2003.0,1.0,2.0,0.0,2003.0,NA,NA,red,good,good,0,0.0,171750.0
885,2.0,1486.0,1486.0,5.0,7.0,1964.0,0.0,3.0,0.0,1999.0,NA,dog,red,NA,bad,1,0.0,167000.0
1252,1.0,832.0,1216.0,5.0,5.0,1947.0,0.0,2.0,384.0,1950.0,NA,NA,red,NA,bad,1,0.0,118500.0
906,1.0,793.0,1520.0,5.0,5.0,1932.0,0.0,3.0,672.0,2000.0,Pave,NA,red,NA,bad,1,0.0,159434.0
2000,2.0,1559.0,1559.0,5.0,6.0,1948.0,0.0,2.0,0.0,1973.0,Pave,cow,red,NA,bad,1,0.0,153500.0
1618,2.0,916.0,1600.0,6.0,5.0,1997.0,1.0,3.0,684.0,1997.0,NA,NA,red,bad,bad,0,1.0,169000.0
1332,1.0,672.0,1210.0,5.0,7.0,1941.0,0.0,3.0,378.0,2006.0,NA,NA,red,NA,good,1,0.0,124000.0
2019,1.0,884.0,1367.0,6.0,6.0,1931.0,1.0,3.0,408.0,1950.0,NA,NA,blue,good,bad,1,0.0,127500.0
2014,1.0,672.0,1322.0,5.0,8.0,1939.0,0.0,4.0,423.0,1952.0,NA,dog,red,NA,bad,1,0.0,132000.0
1212,2.0,1219.0,1265.0,5.0,8.0,1965.0,1.0,3.0,0.0,1999.0,NA,dog,red,good,good,0,0.0,179900.0
595,1.0,925.0,925.0,5.0,6.0,1965.0,0.0,2.0,0.0,1965.0,NA,cow,red,NA,bad,1,0.0,117500.0
1246,2.0,1152.0,1152.0,5.0,6.0,1953.0,0.0,3.0,0.0,1953.0,NA,NA,red,NA,bad,1,1.0,137500.0
1940,1.0,1105.0,1647.0,4.0,6.0,1953.0,1.0,3.0,0.0,1953.0,NA,cat,red,okay,bad,1,0.0,153000.0
1343,1.0,0.0,808.0,5.0,6.0,1945.0,0.0,1.0,0.0,1995.0,NA,NA,red,NA,bad,1,0.0,81300.0
276,1.0,1196.0,1196.0,5.0,6.0,1968.0,0.0,3.0,0.0,1968.0,NA,dog,red,NA,bad,1,0.0,144000.0
671,1.0,1105.0,1105.0,6.0,6.0,1957.0,0.0,3.0,0.0,1957.0,NA,NA,blue,NA,bad,1,0.0,135000.0
2022,2.0,764.0,1824.0,6.0,6.0,1919.0,1.0,3.0,764.0,1950.0,Pave,cat,blue,good,bad,1,0.0,180500.0
1621,2.0,392.0,1694.0,6.0,5.0,1994.0,1.0,3.0,770.0,1994.0,NA,dog,red,bad,bad,0,1.0,160000.0
466,2.0,742.0,1484.0,6.0,5.0,2005.0,1.0,3.0,742.0,2005.0,NA,NA,red,good,good,0,1.0,174000.0
150,1.0,972.0,972.0,5.0,6.0,1955.0,0.0,3.0,0.0,1955.0,NA,cow,red,NA,bad,1,0.0,122500.0
1300,2.0,924.0,1122.0,5.0,7.0,1948.0,0.0,2.0,0.0,2005.0,NA,cow,red,NA,good,1,0.0,147000.0
2534,2.0,976.0,976.0,6.0,7.0,1968.0,1.0,2.0,0.0,2004.0,NA,NA,red,okay,good,1,0.0,157500.0
307,1.0,756.0,952.0,4.0,7.0,1896.0,0.0,3.0,0.0,1950.0,NA,NA,red,NA,bad,1,0.0,50138.0
292,1.0,804.0,2447.0,6.0,7.0,1919.0,1.0,4.0,748.0,1990.0,NA,NA,red,good,good,0,0.0,169000.0
1357,1.0,588.0,1666.0,8.0,7.0,1925.0,1.0,3.0,833.0,1996.0,Grvl,dog,red,good,good,1,0.0,161000.0
1146,2.0,832.0,1710.0,6.0,5.0,1993.0,0.0,3.0,878.0,1993.0,NA,NA,red,NA,good,0,1.0,187000.0
2259,2.0,1689.0,1689.0,7.0,5.0,2006.0,0.0,3.0,0.0,2007.0,NA,NA,red,NA,good,0,0.0,231713.0
806,2.0,0.0,2016.0,5.0,7.0,1880.0,1.0,4.0,728.0,2007.0,NA,NA,red,bad,bad,1,0.0,131000.0
1547,1.0,816.0,816.0,6.0,8.0,1930.0,0.0,2.0,0.0,2007.0,NA,NA,red,NA,bad,1,0.0,120500.0
1216,2.0,1252.0,1252.0,6.0,6.0,1959.0,0.0,3.0,0.0,1959.0,NA,NA,red,NA,good,1,0.0,142000.0
22,2.0,814.0,1674.0,7.0,5.0,2000.0,0.0,3.0,860.0,2000.0,NA,NA,red,NA,good,0,1.0,216000.0
2185,1.0,864.0,948.0,4.0,5.0,1954.0,0.0,3.0,0.0,1954.0,NA,NA,red,NA,bad,1,0.0,111000.0
697,0.0,504.0,1464.0,5.0,8.0,1910.0,0.0,3.0,700.0,2002.0,NA,NA,red,NA,bad,0,0.0,129000.0
2864,2.0,952.0,2345.0,6.0,8.0,1932.0,1.0,4.0,1175.0,1950.0,NA,NA,red,good,bad,0,1.0,239000.0
1118,3.0,955.0,1874.0,8.0,5.0,2007.0,1.0,3.0,919.0,2008.0,NA,NA,red,good,good,0,1.0,297900.0
168,2.0,756.0,1839.0,6.0,5.0,1966.0,1.0,4.0,788.0,1966.0,NA,NA,red,bad,bad,1,1.0,155000.0
2371,1.0,525.0,1092.0,6.0,5.0,1972.0,0.0,3.0,567.0,1972.0,NA,cat,red,NA,bad,1,1.0,108000.0
2886,2.0,1664.0,1664.0,6.0,5.0,1978.0,0.0,4.0,0.0,1978.0,NA,NA,red,NA,bad,0,0.0,145000.0
1265,2.0,585.0,2069.0,7.0,7.0,1960.0,1.0,4.0,0.0,2007.0,NA,NA,red,good,good,0,0.0,242000.0
1819,2.0,970.0,970.0,5.0,6.0,1963.0,0.0,2.0,0.0,1963.0,NA,NA,red,NA,bad,1,0.0,132500.0
2876,1.0,951.0,951.0,4.0,6.0,1936.0,0.0,2.0,0.0,1950.0,Grvl,NA,red,NA,bad,1,0.0,106500.0
2516,2.0,1494.0,1494.0,8.0,5.0,1995.0,1.0,2.0,0.0,1996.0,NA,NA,red,good,amazing,1,1.0,270000.0
509,3.0,1573.0,1578.0,8.0,5.0,2008.0,1.0,3.0,0.0,2009.0,NA,NA,red,good,amazing,0,0.0,287090.0
1073,2.0,1684.0,1684.0,9.0,5.0,2005.0,1.0,2.0,0.0,2005.0,NA,NA,red,good,amazing,0,0.0,266000.0
1700,3.0,1704.0,2758.0,9.0,5.0,2005.0,1.0,4.0,1036.0,2006.0,NA,NA,red,good,amazing,0,1.0,418000.0
2670,0.0,788.0,788.0,4.0,5.0,1941.0,2.0,2.0,0.0,1950.0,NA,cow,blue,bad,bad,1,0.0,100000.0
6,2.0,1338.0,1338.0,8.0,5.0,2001.0,0.0,2.0,0.0,2001.0,NA,NA,red,NA,good,0,0.0,213500.0
211,0.0,1212.0,1392.0,5.0,4.0,1915.0,0.0,3.0,180.0,1950.0,NA,NA,red,NA,bad,1,0.0,100000.0
2412,2.0,738.0,1492.0,7.0,5.0,2006.0,0.0,3.0,754.0,2006.0,NA,NA,red,NA,good,0,1.0,169985.0
2684,1.0,993.0,1048.0,5.0,6.0,1922.0,1.0,2.0,0.0,1950.0,NA,NA,blue,good,bad,1,0.0,113000.0
1591,2.0,1189.0,1189.0,6.0,5.0,1997.0,0.0,2.0,0.0,1997.0,NA,NA,red,NA,bad,0,0.0,160500.0
512,2.0,1113.0,1971.0,7.0,5.0,2005.0,1.0,3.0,858.0,2005.0,NA,NA,red,good,good,0,1.0,253000.0
1017,2.0,1675.0,1688.0,7.0,6.0,1988.0,1.0,2.0,0.0,1988.0,NA,NA,red,good,amazing,0,0.0,226500.0
281,2.0,1121.0,1121.0,4.0,5.0,2003.0,0.0,2.0,0.0,2004.0,NA,NA,red,NA,bad,0,0.0,140000.0
1122,2.0,1428.0,1428.0,7.0,5.0,2007.0,0.0,3.0,0.0,2008.0,NA,NA,red,NA,good,0,0.0,182000.0
1938,1.0,923.0,925.0,5.0,5.0,1955.0,2.0,3.0,0.0,1955.0,NA,cow,red,bad,bad,1,0.0,116900.0
1003,2.0,926.0,1604.0,6.0,5.0,1997.0,1.0,3.0,678.0,1998.0,NA,NA,red,bad,bad,0,1.0,181000.0
235,1.0,458.0,835.0,5.0,5.0,1920.0,0.0,2.0,0.0,1950.0,NA,NA,red,NA,bad,1,0.0,83000.0
2610,1.0,1135.0,1207.0,6.0,5.0,1962.0,0.0,3.0,0.0,1985.0,NA,NA,red,NA,bad,1,1.0,147000.0
1634,2.0,1312.0,1321.0,8.0,5.0,1990.0,1.0,1.0,0.0,1990.0,NA,NA,red,bad,good,1,0.0,212000.0
1738,2.0,752.0,1504.0,6.0,5.0,2007.0,0.0,3.0,752.0,2007.0,NA,NA,red,NA,good,0,1.0,166000.0
2404,2.0,1560.0,1565.0,9.0,5.0,2005.0,1.0,2.0,0.0,2005.0,NA,NA,red,good,amazing,0,0.0,282500.0
2866,2.0,697.0,1801.0,6.0,7.0,1930.0,1.0,3.0,697.0,1959.0,NA,dog,red,good,bad,1,1.0,210000.0
2136,2.0,995.0,1009.0,5.0,7.0,1977.0,1.0,3.0,0.0,1977.0,NA,dog,red,okay,bad,0,0.0,160000.0
1866,2.0,1295.0,1295.0,6.0,5.0,1968.0,0.0,3.0,0.0,1968.0,NA,NA,red,NA,bad,1,1.0,164000.0
19,2.0,1542.0,2073.0,6.0,6.0,1978.0,2.0,3.0,0.0,1988.0,NA,dog,red,bad,bad,0,0.0,210000.0
1375,0.0,644.0,1355.0,5.0,7.0,1940.0,0.0,4.0,547.0,1999.0,NA,NA,red,NA,bad,0,0.0,127500.0
1888,2.0,964.0,964.0,5.0,7.0,1961.0,1.0,3.0,0.0,1961.0,NA,cat,red,okay,bad,1,0.0,137500.0
2893,2.0,1632.0,1650.0,6.0,5.0,1958.0,2.0,2.0,0.0,1958.0,NA,NA,red,good,bad,1,0.0,250764.0
385,2.0,1058.0,1874.0,8.0,5.0,2000.0,1.0,3.0,816.0,2001.0,NA,NA,red,bad,good,0,1.0,220000.0
2171,2.0,901.0,1351.0,5.0,6.0,1925.0,1.0,3.0,450.0,1950.0,NA,NA,red,good,bad,1,0.0,122000.0
2120,1.0,990.0,990.0,5.0,5.0,1994.0,0.0,3.0,0.0,1994.0,NA,NA,red,NA,bad,1,0.0,126000.0
965,2.0,1267.0,1296.0,8.0,5.0,2001.0,0.0,2.0,0.0,2002.0,NA,NA,red,NA,good,0,0.0,220000.0
1824,2.0,1040.0,1040.0,5.0,7.0,1968.0,0.0,3.0,0.0,1968.0,NA,NA,red,NA,bad,1,1.0,145000.0
2683,1.0,616.0,616.0,5.0,7.0,1921.0,0.0,2.0,0.0,1950.0,NA,NA,red,NA,bad,1,0.0,89000.0
679,1.0,1208.0,1904.0,5.0,4.0,1950.0,0.0,3.0,768.0,1982.0,NA,cat,blue,NA,bad,1,1.0,138000.0
2293,2.0,1244.0,1356.0,6.0,6.0,1977.0,1.0,3.0,0.0,1977.0,NA,dog,red,bad,bad,0,0.0,188000.0
1717,2.0,1302.0,1302.0,6.0,5.0,2005.0,1.0,1.0,0.0,2006.0,NA,NA,red,good,good,1,1.0,200000.0
653,1.0,972.0,972.0,6.0,6.0,1948.0,1.0,2.0,0.0,2002.0,NA,NA,red,good,bad,1,0.0,132000.0
75,1.0,923.0,923.0,6.0,5.0,1980.0,1.0,2.0,0.0,1980.0,NA,NA,red,bad,bad,0,0.0,143000.0
994,2.0,926.0,1604.0,6.0,5.0,1998.0,0.0,3.0,678.0,1998.0,NA,NA,red,NA,bad,0,1.0,195500.0
1445,1.0,985.0,985.0,5.0,8.0,1977.0,0.0,3.0,0.0,1977.0,NA,NA,red,NA,bad,0,0.0,149900.0
627,1.0,896.0,2142.0,6.0,6.0,1968.0,1.0,4.0,960.0,1968.0,NA,NA,red,good,good,0,1.0,193500.0
1499,2.0,547.0,1072.0,6.0,5.0,2005.0,0.0,2.0,0.0,2005.0,NA,NA,red,NA,bad,1,0.0,148000.0
2871,2.0,1844.0,1844.0,6.0,5.0,1969.0,1.0,3.0,0.0,1969.0,NA,NA,red,bad,good,0,0.0,223000.0
2699,2.0,1921.0,1921.0,6.0,5.0,1964.0,0.0,4.0,0.0,1964.0,NA,NA,red,NA,bad,0,0.0,150000.0
500,3.0,2024.0,2063.0,8.0,5.0,1994.0,2.0,3.0,0.0,1995.0,NA,NA,red,good,good,0,0.0,315000.0
2491,1.0,882.0,909.0,5.0,6.0,1968.0,0.0,3.0,0.0,1968.0,NA,dog,red,NA,bad,1,0.0,116000.0
1012,3.0,1884.0,1884.0,9.0,5.0,2004.0,1.0,2.0,0.0,2004.0,NA,NA,red,good,amazing,0,0.0,387000.0
1261,2.0,912.0,1044.0,5.0,6.0,1968.0,1.0,3.0,0.0,1968.0,NA,cow,red,okay,bad,1,1.0,139000.0
2618,1.0,1484.0,1600.0,5.0,6.0,1957.0,2.0,2.0,0.0,1997.0,NA,NA,red,good,bad,1,0.0,207500.0
319,2.0,817.0,1894.0,7.0,5.0,2002.0,1.0,4.0,1070.0,2003.0,NA,NA,red,good,good,0,1.0,214900.0
2277,0.0,1120.0,1120.0,5.0,5.0,2007.0,0.0,3.0,0.0,2007.0,NA,NA,red,NA,bad,1,0.0,147000.0
703,0.0,801.0,1447.0,5.0,5.0,1910.0,0.0,3.0,646.0,1950.0,Grvl,NA,red,NA,bad,1,0.0,103000.0
1393,1.0,533.0,1601.0,5.0,6.0,1958.0,0.0,3.0,580.0,1987.0,NA,NA,red,NA,bad,1,0.0,140000.0
608,2.0,1154.0,1154.0,5.0,6.0,1966.0,1.0,3.0,0.0,1966.0,NA,dog,red,bad,bad,1,1.0,154000.0
2389,3.0,1030.0,2098.0,8.0,5.0,2005.0,1.0,3.0,1060.0,2005.0,NA,NA,red,good,amazing,0,1.0,275500.0
2168,1.0,936.0,936.0,5.0,5.0,1967.0,1.0,2.0,0.0,1967.0,NA,NA,red,okay,bad,1,0.0,118500.0
524,3.0,900.0,1795.0,8.0,5.0,2006.0,1.0,3.0,886.0,2006.0,NA,NA,red,good,good,0,1.0,270000.0
1016,2.0,791.0,2093.0,7.0,6.0,1986.0,1.0,3.0,857.0,1991.0,NA,dog,red,bad,bad,0,1.0,215000.0
240,2.0,1212.0,1212.0,6.0,5.0,2009.0,0.0,3.0,0.0,2009.0,NA,NA,red,NA,good,0,0.0,186000.0
2541,1.0,1050.0,1050.0,5.0,6.0,1961.0,0.0,3.0,0.0,1961.0,NA,NA,red,NA,bad,1,0.0,136500.0
2280,2.0,1064.0,1040.0,4.0,5.0,1963.0,0.0,3.0,0.0,1963.0,NA,NA,red,NA,bad,1,0.0,132250.0
2727,2.0,1304.0,2287.0,7.0,4.0,1953.0,1.0,3.0,983.0,1953.0,NA,NA,red,bad,bad,0,0.0,225000.0
2853,1.0,818.0,1636.0,7.0,8.0,1919.0,1.0,4.0,818.0,1950.0,NA,NA,red,good,good,1,1.0,167000.0
879,3.0,1578.0,1602.0,8.0,5.0,2007.0,1.0,3.0,0.0,2007.0,NA,NA,red,good,good,0,0.0,293200.0
2539,2.0,864.0,1200.0,5.0,8.0,1965.0,0.0,1.0,0.0,1998.0,NA,dog,red,NA,good,1,1.0,146000.0
2661,1.0,540.0,1440.0,5.0,4.0,1900.0,0.0,3.0,551.0,1950.0,NA,NA,blue,NA,bad,1,0.0,79000.0
2929,3.0,996.0,2000.0,7.0,5.0,1993.0,1.0,3.0,1004.0,1994.0,NA,NA,red,bad,bad,0,1.0,188000.0
2720,2.0,1134.0,1803.0,5.0,4.0,1957.0,1.0,3.0,0.0,2000.0,NA,cat,red,bad,bad,0,0.0,155000.0
395,2.0,1180.0,1180.0,5.0,5.0,1970.0,0.0,2.0,0.0,1970.0,NA,NA,red,NA,bad,1,1.0,128000.0
48,2.0,1752.0,1752.0,9.0,5.0,2005.0,1.0,2.0,0.0,2005.0,NA,NA,red,good,amazing,0,0.0,319900.0
1649,2.0,808.0,1969.0,7.0,6.0,1977.0,1.0,3.0,808.0,1977.0,NA,NA,red,good,bad,0,1.0,190000.0
98,2.0,600.0,1236.0,6.0,5.0,2005.0,0.0,2.0,636.0,2005.0,Pave,NA,red,NA,good,0,1.0,152000.0
127,2.0,1140.0,2461.0,5.0,7.0,1952.0,2.0,3.0,532.0,2002.0,NA,cow,red,good,bad,0,0.0,197600.0
1189,2.0,1620.0,1620.0,7.0,7.0,1967.0,1.0,4.0,0.0,1967.0,NA,NA,red,good,good,0,0.0,215000.0
2548,1.0,588.0,1095.0,6.0,5.0,1958.0,0.0,2.0,0.0,1958.0,NA,NA,red,NA,bad,1,0.0,140000.0
190,2.0,738.0,1470.0,6.0,7.0,1922.0,0.0,2.0,602.0,1994.0,NA,NA,red,NA,bad,1,1.0,140750.0
672,1.0,992.0,1306.0,5.0,7.0,1957.0,0.0,2.0,0.0,2000.0,NA,NA,red,NA,bad,1,0.0,153000.0
139,2.0,1480.0,1480.0,7.0,5.0,2003.0,0.0,3.0,0.0,2009.0,NA,dog,red,NA,good,0,0.0,214000.0
375,2.0,1427.0,1671.0,6.0,6.0,1978.0,1.0,3.0,0.0,1986.0,NA,NA,red,bad,bad,0,0.0,200000.0
2789,2.0,1065.0,1989.0,8.0,5.0,2002.0,1.0,3.0,898.0,2002.0,NA,NA,red,good,good,0,1.0,255000.0
916,1.0,861.0,1477.0,7.0,7.0,1928.0,1.0,3.0,600.0,1950.0,NA,NA,red,good,bad,0,0.0,145000.0
2108,3.0,1546.0,1546.0,7.0,5.0,2005.0,0.0,3.0,0.0,2006.0,NA,NA,red,NA,good,0,0.0,217000.0
405,1.0,483.0,987.0,6.0,6.0,1972.0,0.0,2.0,504.0,1972.0,NA,NA,red,NA,bad,1,1.0,97000.0
772,1.0,864.0,899.0,5.0,7.0,1967.0,0.0,3.0,0.0,2004.0,NA,dog,red,NA,good,1,0.0,130000.0
2364,2.0,525.0,1092.0,6.0,5.0,1973.0,0.0,3.0,567.0,1973.0,NA,NA,red,NA,bad,1,1.0,105500.0
404,1.0,630.0,1302.0,5.0,5.0,1971.0,0.0,3.0,672.0,1971.0,NA,NA,red,NA,bad,0,1.0,112000.0
2124,1.0,990.0,990.0,5.0,7.0,1994.0,0.0,3.0,0.0,1994.0,NA,NA,red,NA,bad,1,0.0,146000.0
1455,3.0,992.0,1865.0,7.0,5.0,2000.0,1.0,3.0,873.0,2000.0,NA,NA,red,bad,good,0,1.0,235000.0
428,3.0,1104.0,2184.0,9.0,5.0,2008.0,1.0,3.0,1054.0,2008.0,NA,NA,red,good,amazing,0,1.0,335000.0
2338,2.0,1056.0,1056.0,5.0,5.0,1955.0,0.0,3.0,0.0,1955.0,NA,NA,red,NA,bad,1,0.0,145000.0
1825,2.0,988.0,988.0,5.0,5.0,1961.0,0.0,3.0,0.0,1961.0,NA,NA,red,NA,bad,1,0.0,128500.0
2018,2.0,832.0,854.0,7.0,8.0,1929.0,0.0,2.0,0.0,2001.0,NA,cat,blue,NA,bad,1,0.0,132000.0
368,2.0,1530.0,1530.0,7.0,5.0,2005.0,1.0,3.0,0.0,2005.0,NA,NA,red,good,good,0,0.0,260000.0
579,2.0,727.0,1556.0,6.0,6.0,1968.0,0.0,4.0,727.0,1968.0,NA,NA,red,NA,bad,1,1.0,154000.0
1770,3.0,1203.0,2520.0,7.0,5.0,1995.0,1.0,4.0,1306.0,1995.0,NA,NA,red,bad,good,0,1.0,290000.0
803,2.0,740.0,1775.0,7.0,5.0,1993.0,1.0,3.0,769.0,1993.0,NA,NA,red,bad,good,0,1.0,213000.0
2408,2.0,1666.0,1666.0,9.0,5.0,2006.0,1.0,2.0,0.0,2006.0,NA,NA,red,good,good,0,0.0,310090.0
175,1.0,747.0,747.0,4.0,6.0,1945.0,0.0,2.0,0.0,1950.0,NA,NA,red,NA,bad,1,0.0,80000.0
874,2.0,880.0,1716.0,7.0,5.0,1996.0,1.0,2.0,807.0,1996.0,NA,NA,red,bad,good,0,1.0,191000.0
2420,2.0,1374.0,1557.0,7.0,5.0,2003.0,1.0,2.0,0.0,2004.0,NA,NA,red,bad,good,0,0.0,234000.0
2497,1.0,912.0,941.0,5.0,6.0,1967.0,1.0,3.0,0.0,1967.0,NA,NA,red,bad,bad,1,0.0,129200.0
2166,2.0,768.0,1536.0,5.0,5.0,2005.0,0.0,3.0,768.0,2005.0,NA,NA,red,NA,good,0,1.0,167000.0
2918,0.0,546.0,1092.0,4.0,5.0,1970.0,0.0,3.0,546.0,1970.0,NA,cat,red,NA,bad,1,1.0,79500.0
2787,1.0,864.0,864.0,5.0,8.0,1972.0,0.0,3.0,0.0,1972.0,NA,dog,red,NA,bad,1,0.0,119900.0
2196,1.0,602.0,1502.0,6.0,7.0,1923.0,2.0,3.0,602.0,1996.0,NA,NA,red,bad,good,1,1.0,165000.0
1750,2.0,840.0,1720.0,7.0,5.0,2004.0,1.0,3.0,880.0,2004.0,NA,NA,red,good,good,0,1.0,183500.0
2536,1.0,833.0,898.0,5.0,6.0,1968.0,0.0,3.0,0.0,1968.0,NA,NA,red,NA,bad,1,0.0,140000.0
358,2.0,707.0,1516.0,6.0,5.0,1994.0,1.0,3.0,809.0,1995.0,NA,NA,red,bad,good,0,1.0,181316.0
562,1.0,912.0,912.0,5.0,6.0,1962.0,0.0,3.0,0.0,1962.0,NA,NA,red,NA,bad,1,0.0,123000.0
624,2.0,1394.0,1394.0,6.0,5.0,1963.0,2.0,3.0,0.0,1963.0,NA,NA,red,good,bad,1,1.0,159000.0
1144,2.0,836.0,1737.0,7.0,5.0,1992.0,0.0,3.0,893.0,1992.0,NA,NA,red,NA,good,0,1.0,175000.0
2245,2.0,1573.0,1625.0,8.0,5.0,2006.0,1.0,2.0,0.0,2007.0,NA,NA,red,good,good,0,0.0,375000.0
204,1.0,662.0,1324.0,6.0,8.0,1920.0,0.0,3.0,662.0,1993.0,Grvl,cat,red,NA,bad,1,0.0,122000.0
503,2.0,1173.0,2232.0,8.0,5.0,1993.0,1.0,3.0,1017.0,1994.0,NA,NA,red,bad,good,0,1.0,263550.0
2121,2.0,1200.0,1200.0,6.0,5.0,1995.0,0.0,3.0,0.0,1995.0,NA,NA,red,NA,good,0,0.0,177500.0
787,2.0,0.0,1383.0,4.0,5.0,1954.0,0.0,2.0,0.0,1954.0,NA,NA,red,NA,bad,1,0.0,122000.0
1415,1.0,1164.0,1164.0,5.0,5.0,1950.0,0.0,3.0,0.0,1950.0,NA,NA,red,NA,bad,1,0.0,125000.0
1008,2.0,1228.0,1228.0,8.0,5.0,1988.0,1.0,2.0,0.0,1989.0,NA,NA,red,good,good,0,0.0,189000.0
674,1.0,160.0,1142.0,6.0,6.0,1958.0,1.0,2.0,0.0,1958.0,NA,NA,red,good,bad,1,0.0,113500.0
1337,1.0,825.0,1497.0,6.0,7.0,1937.0,0.0,3.0,672.0,2000.0,NA,cat,red,NA,bad,0,0.0,157000.0
1698,3.0,1626.0,1634.0,8.0,5.0,2006.0,1.0,3.0,0.0,2006.0,NA,NA,red,good,good,0,0.0,250000.0
170,0.0,576.0,1140.0,4.0,7.0,1910.0,0.0,3.0,348.0,2004.0,Grvl,NA,red,NA,bad,1,0.0,96500.0
30,1.0,525.0,1092.0,5.0,5.0,1971.0,0.0,3.0,567.0,1971.0,NA,NA,red,NA,bad,1,1.0,105500.0
1958,1.0,1040.0,1846.0,6.0,6.0,1949.0,1.0,3.0,678.0,1950.0,NA,cow,red,good,bad,0,0.0,143000.0
2900,3.0,1728.0,1960.0,8.0,5.0,2005.0,2.0,3.0,0.0,2006.0,NA,NA,red,good,good,0,0.0,320000.0
2862,1.0,1017.0,2057.0,7.0,7.0,1936.0,1.0,3.0,1037.0,1987.0,NA,NA,red,good,good,1,1.0,250000.0
2790,2.0,826.0,1762.0,7.0,5.0,2002.0,0.0,3.0,884.0,2002.0,NA,NA,red,NA,good,0,1.0,222000.0
2892,1.0,0.0,1295.0,7.0,5.0,1986.0,0.0,2.0,0.0,1986.0,NA,NA,red,NA,good,0,0.0,230000.0
1245,1.0,720.0,882.0,5.0,6.0,1952.0,0.0,2.0,0.0,1952.0,NA,dog,blue,NA,good,1,0.0,116000.0
2342,2.0,1208.0,1621.0,7.0,7.0,1984.0,0.0,3.0,0.0,1998.0,NA,NA,red,NA,good,0,0.0,202500.0
2351,2.0,713.0,1552.0,6.0,6.0,1975.0,1.0,3.0,741.0,1975.0,NA,dog,red,bad,bad,0,1.0,179900.0
2390,2.0,1606.0,2091.0,9.0,5.0,2005.0,1.0,3.0,466.0,2006.0,NA,NA,red,good,amazing,0,1.0,338500.0
2302,1.0,816.0,816.0,5.0,7.0,1983.0,0.0,2.0,0.0,1983.0,NA,dog,red,NA,bad,1,0.0,139000.0
