,feature01,feature02,feature04,feature05,feature06,feature07,feature08,feature09,feature10,feature10.1,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature21,feature22,feature23,target
78,1.0,264.0,744.0,752,4,752,6,5,1984,1,red,0,NA,bad,2,1,2,0,0,1984,125000
2091,3.0,746.0,700.0,1122,8,2243,7,5,1990,2,red,1,bad,good,4,1,6,1,1121,1991,225000
272,2.0,494.0,1414.0,1414,6,1414,7,5,2004,2,red,0,NA,good,3,1,5,0,0,2004,185500
2012,1.0,240.0,884.0,884,5,884,5,7,1939,1,red,0,NA,bad,2,1,7,0,0,1950,113000
839,2.0,539.0,1463.0,1463,5,1463,7,5,1998,2,red,0,NA,bad,3,1,12,0,0,1998,207000
317,2.0,400.0,384.0,744,7,1444,5,5,2006,2,red,0,NA,bad,3,1,4,1,700,2007,174000
2741,1.0,325.0,994.0,1216,7,1855,6,4,1954,2,red,0,NA,bad,4,1,10,0,639,1972,136900
1328,1.0,252.0,672.0,1195,8,1668,7,7,1945,1,red,0,NA,good,3,1,8,1,473,1950,108000
1374,2.0,680.0,0.0,1120,7,1588,4,4,1959,2,red,1,good,bad,4,1,7,0,468,1959,134432
1593,2.0,499.0,1040.0,1040,6,1040,5,6,1975,1,red,0,NA,bad,3,1,6,0,0,1975,124000
924,1.0,186.0,731.0,820,7,1343,5,6,1921,1,red,1,good,bad,3,1,7,1,523,1950,154900
2275,3.0,932.0,1824.0,1824,8,1824,10,5,2006,2,red,1,good,amazing,3,1,9,0,0,2007,392000
1453,2.0,534.0,1777.0,1795,7,1795,8,5,2002,2,red,1,good,good,3,1,9,0,0,2002,230000
701,2.0,400.0,960.0,960,10,1960,5,5,1952,2,red,0,NA,bad,4,2,7,0,1000,1952,124500
342,2.0,528.0,1434.0,1434,7,1434,6,5,1974,2,red,1,good,bad,4,1,6,0,0,1974,157000
470,2.0,430.0,1373.0,1555,7,1555,7,5,2005,2,red,1,bad,good,2,1,5,0,0,2006,192500
1034,2.0,460.0,1054.0,1054,6,1054,6,8,1969,1,red,0,NA,bad,3,1,7,1,0,1969,151000
367,3.0,834.0,2046.0,2046,7,2046,8,5,2008,2,red,1,good,good,3,1,7,1,0,2008,372500
877,2.0,420.0,848.0,848,4,848,6,5,2003,1,red,0,NA,good,1,1,6,0,0,2004,144000
1872,2.0,528.0,1242.0,1242,6,1242,7,6,1973,1,red,1,bad,bad,3,1,9,1,0,1973,175500
2743,1.0,308.0,980.0,1148,6,1148,5,7,1952,1,blue,0,NA,bad,2,1,9,0,0,1952,123500
1366,2.0,720.0,825.0,825,4,825,5,7,1955,1,red,0,NA,bad,2,1,6,0,0,1995,125000
1383,1.0,270.0,1073.0,1073,6,1073,5,5,1967,1,red,0,NA,bad,3,1,3,0,0,1967,120000
2490,1.0,310.0,984.0,984,5,984,5,5,1965,1,red,0,NA,bad,3,1,7,0,0,1965,126000
1788,2.0,474.0,1496.0,1496,7,1496,8,5,2007,2,red,0,NA,good,3,1,6,0,0,2007,225000
2390,2.0,521.0,1606.0,1625,8,2091,9,5,2005,2,red,1,good,amazing,3,1,5,1,466,2006,338500
1110,3.0,830.0,1580.0,1580,7,1580,8,5,2007,2,red,0,NA,good,3,1,6,0,0,2008,235128
2419,2.0,437.0,1220.0,1364,6,1364,7,5,2006,2,red,1,good,good,2,1,11,0,0,2006,210250
2875,1.0,272.0,641.0,641,4,641,4,6,1925,1,red,0,NA,okay,2,1,3,0,0,1950,85000
1551,1.0,360.0,520.0,912,5,912,5,7,1930,1,blue,0,NA,bad,2,1,5,0,0,1995,99500
1049,1.0,264.0,864.0,892,5,892,5,5,1966,1,red,0,NA,bad,3,1,10,0,0,1966,110000
689,1.0,264.0,1045.0,1045,6,1045,6,6,1963,1,red,1,okay,bad,3,1,4,0,0,1963,127000
1443,2.0,608.0,920.0,920,6,1786,7,5,2001,2,red,1,bad,good,3,1,9,1,866,2002,223500
1556,1.0,195.0,356.0,671,5,1049,4,7,1910,1,blue,0,NA,bad,2,1,5,0,378,2000,80900
832,2.0,569.0,1518.0,1644,5,1644,7,5,1989,2,red,1,bad,good,2,1,8,0,0,1989,275000
793,1.0,252.0,1089.0,1089,5,1089,5,6,1954,1,red,1,good,bad,3,1,9,0,0,1954,125000
83,2.0,539.0,0.0,1318,8,1902,6,5,1978,2,red,0,NA,bad,4,2,4,0,584,1978,112000
79,2.0,457.0,996.0,1014,7,1744,7,7,1993,2,red,0,NA,good,3,1,2,1,730,2003,194500
1332,1.0,240.0,672.0,832,6,1210,5,7,1941,1,red,0,NA,good,3,1,5,0,378,2006,124000
1795,2.0,590.0,896.0,896,8,1792,8,5,2007,2,red,0,NA,good,3,1,11,1,896,2007,255000
1104,3.0,751.0,1242.0,1251,9,2501,8,7,1995,2,red,1,bad,good,4,1,6,1,1250,1995,290000
666,3.0,907.0,1248.0,1248,12,2544,6,5,1969,2,red,0,NA,bad,6,2,8,2,1296,1969,190000
1462,2.0,779.0,1128.0,1149,9,2290,8,5,2002,2,red,1,good,good,4,1,5,1,1141,2002,255900
2858,1.0,318.0,817.0,940,7,1550,6,5,1920,1,green,1,bad,bad,3,1,9,1,610,1950,195000
933,2.0,462.0,561.0,561,5,1229,6,6,1980,1,red,1,bad,good,2,1,10,1,668,1992,137000
1463,2.0,543.0,884.0,884,8,1768,7,5,2003,2,red,0,NA,good,3,1,7,1,884,2003,224900
2371,1.0,264.0,525.0,525,6,1092,6,5,1972,1,red,0,NA,bad,3,1,10,1,567,1972,108000
2240,1.0,282.0,910.0,910,6,1558,5,5,1950,1,blue,0,NA,bad,4,1,6,1,648,1950,152000
2082,0.0,0.0,1440.0,1440,8,1440,4,3,1977,2,red,0,NA,bad,4,2,8,0,0,1977,150000
205,2.0,516.0,816.0,816,5,816,5,5,1963,1,red,0,NA,bad,2,1,5,0,0,1963,110000
332,1.0,286.0,546.0,546,5,1092,4,6,1972,1,red,0,NA,bad,3,1,6,1,546,1972,85500
821,3.0,846.0,1720.0,1720,8,1720,9,5,2008,2,red,1,good,amazing,3,1,11,0,0,2008,332000
1537,3.0,1014.0,728.0,1968,11,3447,8,9,1935,3,red,2,good,good,4,1,5,1,1479,1997,381000
1212,2.0,502.0,1219.0,1265,6,1265,5,8,1965,2,red,1,good,good,3,1,10,0,0,1999,179900
1073,2.0,564.0,1684.0,1684,6,1684,9,5,2005,2,red,1,amazing,amazing,2,1,7,0,0,2005,266000
549,2.0,495.0,754.0,754,6,1540,7,5,1994,2,red,0,NA,good,3,1,10,1,786,1994,184000
532,2.0,628.0,812.0,812,6,1653,7,5,2003,2,red,0,NA,good,3,1,3,1,841,2003,209000
1299,1.0,250.0,789.0,789,5,789,5,5,1948,1,red,0,NA,bad,2,1,4,0,0,1950,115000
660,2.0,528.0,1313.0,1313,8,2377,4,5,1915,2,red,1,bad,good,3,1,6,0,0,1950,142900
2731,2.0,445.0,1453.0,1453,6,1453,7,5,1986,1,red,1,bad,good,2,1,12,1,0,1986,190000
1953,1.0,240.0,920.0,888,5,888,5,7,1961,1,red,0,NA,bad,3,1,2,0,0,1961,120000
1465,2.0,595.0,798.0,798,6,1640,7,5,2003,2,red,0,NA,good,3,1,6,1,842,2003,183000
2777,2.0,586.0,951.0,951,7,1779,7,5,1999,2,red,1,bad,good,3,1,9,1,828,2000,217000
871,2.0,523.0,1822.0,1828,7,1828,8,5,2002,2,red,1,good,good,3,1,6,0,0,2003,279500
1833,2.0,541.0,1683.0,2129,9,2872,8,5,1992,2,red,1,bad,good,4,1,4,1,743,2000,285000
2111,2.0,578.0,879.0,879,7,1795,7,5,2005,2,red,0,NA,good,3,1,10,1,916,2006,191000
2391,3.0,736.0,1175.0,1182,11,2324,9,5,2005,3,red,2,good,amazing,4,1,7,0,1142,2006,345000
2137,2.0,748.0,1040.0,1040,5,1040,5,5,1977,1,red,0,NA,bad,3,1,1,1,0,1977,134900
857,1.0,252.0,1268.0,1268,5,1268,5,7,1977,1,red,0,NA,good,3,1,10,1,0,1989,143500
846,2.0,493.0,831.0,831,7,1660,7,5,2002,2,red,0,NA,good,3,1,7,1,829,2002,195000
892,2.0,525.0,547.0,1072,5,1072,6,5,2005,1,red,0,NA,bad,2,1,4,0,0,2006,145500
1643,2.0,467.0,1440.0,1440,7,1440,6,7,1981,2,red,1,bad,good,3,1,4,0,0,1981,182900
1779,2.0,484.0,1524.0,1534,7,1534,8,5,2006,2,red,1,good,good,3,1,1,0,0,2006,215000
1880,1.0,286.0,978.0,1422,6,1422,5,5,1960,1,red,1,bad,bad,3,1,8,0,0,1978,139900
2090,2.0,719.0,910.0,1442,6,1442,7,5,1990,2,red,1,bad,good,3,1,5,0,0,1991,179900
216,0.0,0.0,1832.0,1832,8,1832,4,3,1967,2,red,0,NA,bad,4,2,5,0,0,1967,136000
2576,2.0,488.0,1121.0,1336,7,1336,6,6,1958,1,blue,1,bad,bad,3,1,12,1,0,1958,162000
131,1.0,280.0,1056.0,1063,6,1063,5,5,1954,1,red,0,NA,bad,3,1,2,0,0,1954,128000
443,3.0,862.0,1836.0,1836,7,1836,8,5,2004,2,red,1,good,good,3,1,3,0,0,2005,280000
2500,3.0,888.0,1334.0,1520,9,2826,8,5,1992,2,red,3,bad,good,3,1,10,1,1306,1993,334000
1638,3.0,828.0,1100.0,1424,7,1424,5,5,1969,1,red,0,NA,bad,3,1,11,1,0,1990,155000
866,3.0,736.0,1440.0,1476,8,2153,9,5,2000,2,red,2,amazing,amazing,3,1,5,1,677,2000,313000
452,2.0,624.0,1306.0,1306,5,1306,6,5,2005,2,red,1,good,good,1,1,8,0,0,2005,196000
2612,2.0,539.0,655.0,1194,6,1194,6,6,1959,1,red,1,okay,bad,3,1,7,0,0,1959,159500
2353,2.0,541.0,960.0,960,8,2318,7,5,2005,2,red,1,amazing,good,3,1,6,1,1358,2006,294323
2375,1.0,288.0,864.0,900,6,900,5,5,1967,1,red,1,horrible,bad,3,1,12,0,0,1967,123000
1756,2.0,400.0,384.0,774,8,1430,7,5,2000,2,red,1,bad,bad,3,1,12,1,656,2000,170000
103,2.0,496.0,530.0,530,4,1080,7,5,2003,2,red,0,NA,good,2,1,6,1,550,2003,147110
527,2.0,517.0,1836.0,1836,8,1836,8,5,2008,2,red,1,good,good,3,1,10,0,0,2009,264500
1118,3.0,880.0,955.0,955,8,1874,8,5,2007,2,red,1,good,good,3,1,2,1,919,2008,297900
1851,2.0,552.0,1054.0,1072,8,2048,8,5,2003,2,red,2,good,good,3,1,8,1,976,2004,301000
1438,2.0,527.0,880.0,880,8,1724,7,5,1998,2,red,0,NA,good,3,1,7,1,844,1999,188000
165,2.0,440.0,1116.0,1116,5,1116,6,6,1962,1,red,0,NA,bad,3,1,2,1,0,1962,160000
2508,2.0,480.0,600.0,520,4,1223,7,5,2005,2,red,0,NA,good,2,1,7,1,623,2005,149900
920,1.0,213.0,771.0,753,7,1494,6,7,1942,1,red,2,good,good,3,1,11,0,741,1950,177500
2459,2.0,510.0,1504.0,1504,7,1504,8,5,2006,2,red,0,NA,good,3,1,9,0,0,2006,199000
1890,2.0,440.0,1174.0,1200,6,1200,7,6,1966,2,red,1,bad,bad,3,1,10,0,0,1966,163500
2183,1.0,392.0,960.0,960,4,960,5,7,1959,1,red,0,NA,okay,2,1,12,0,0,2000,131750
1771,3.0,752.0,1318.0,1328,9,2531,8,5,1995,2,red,1,bad,good,4,1,11,1,1203,1995,290000
399,2.0,463.0,864.0,864,5,864,4,7,1970,1,red,0,NA,bad,3,1,7,0,0,1970,124500
629,1.0,368.0,715.0,1281,7,1738,4,4,1920,2,red,1,good,bad,4,1,6,0,457,2007,104900
699,1.0,432.0,994.0,1378,11,2372,5,4,1892,2,red,0,NA,bad,4,2,12,0,994,1965,107500
962,2.0,576.0,1392.0,1412,6,1412,6,5,1988,2,red,1,bad,good,3,1,3,0,0,1988,175000
771,1.0,668.0,1052.0,1052,6,1052,5,6,1967,1,red,1,horrible,bad,3,1,4,1,0,1967,113500
1406,2.0,360.0,907.0,1307,10,2358,6,8,1908,3,red,1,good,bad,5,1,9,0,1051,1997,240000
2524,2.0,487.0,570.0,1222,8,1920,7,6,1968,3,red,1,bad,good,4,1,9,0,698,1992,170000
1424,3.0,864.0,1615.0,1615,7,1615,8,5,2007,2,red,1,good,good,3,1,5,0,0,2007,248500
649,1.0,616.0,0.0,1210,7,1210,5,5,1953,1,blue,0,NA,bad,2,1,8,1,0,1953,102900
2722,1.0,322.0,872.0,872,5,872,5,5,1924,1,green,1,good,okay,2,1,4,0,0,1950,105000
2244,1.0,216.0,837.0,1001,5,1001,5,9,1930,1,red,0,NA,good,2,1,11,0,0,2007,124900
2867,2.0,470.0,1073.0,1811,6,1811,6,7,1956,1,red,1,good,amazing,2,1,7,0,0,2004,230000
1913,1.0,275.0,912.0,912,5,912,5,5,1958,1,blue,0,NA,bad,2,1,7,0,0,1958,114500
781,1.0,304.0,1104.0,1104,8,1788,4,5,1957,1,blue,2,bad,bad,5,1,11,0,684,1989,161500
2873,2.0,506.0,861.0,861,6,1285,6,7,1926,1,red,0,NA,bad,3,1,5,0,424,1950,145400
51,2.0,430.0,1324.0,1324,6,1324,6,5,2005,2,red,0,NA,good,3,1,1,0,0,2005,199500
1398,2.0,431.0,1291.0,1291,6,1291,6,5,1996,1,red,1,good,good,2,1,11,0,0,1997,173000
1137,2.0,520.0,798.0,798,6,1640,6,5,2004,2,red,0,NA,good,3,1,12,1,842,2004,173000
2676,1.0,240.0,896.0,896,7,1344,5,4,1936,1,blue,0,NA,bad,3,1,4,0,448,1950,115000
1050,3.0,774.0,1932.0,1932,7,1932,8,5,2008,2,red,1,good,amazing,2,1,11,0,0,2008,394617
2507,2.0,480.0,600.0,520,4,1223,7,5,2005,2,red,0,NA,good,2,1,7,1,623,2005,147400
111,2.0,660.0,1280.0,1280,9,2495,6,5,1993,2,red,1,bad,good,4,1,3,1,1215,1993,243500
183,1.0,288.0,930.0,930,7,1566,8,9,1900,2,red,0,NA,good,3,1,4,0,636,2003,150000
617,2.0,550.0,1680.0,1691,5,1691,6,5,1967,1,red,0,NA,bad,2,1,4,0,0,1967,175000
2221,1.0,240.0,800.0,960,6,1740,7,6,1940,1,red,2,good,bad,3,1,7,1,780,1984,219500
1735,2.0,436.0,1302.0,1302,6,1302,7,5,2007,2,red,0,NA,good,3,1,8,0,0,2007,176485
1586,2.0,520.0,1884.0,1728,7,1728,8,5,2007,2,red,1,good,good,3,1,1,0,0,2007,298751
2832,2.0,380.0,976.0,976,7,1708,7,5,2004,2,red,0,NA,good,3,1,4,0,732,2004,130000
1740,2.0,462.0,1246.0,1258,6,1258,7,6,2007,2,red,0,NA,good,3,1,8,0,0,2007,173500
1194,2.0,576.0,912.0,925,5,925,5,7,1965,1,red,0,NA,bad,3,1,7,0,0,2005,135000
401,2.0,576.0,864.0,864,5,864,4,7,1971,1,red,0,NA,bad,3,1,7,0,0,2006,130000
1309,1.0,288.0,624.0,730,7,1450,7,8,1920,1,red,0,NA,bad,3,1,3,0,720,1965,132000
1659,2.0,550.0,793.0,1142,7,1935,7,7,1976,2,red,1,bad,bad,3,1,11,1,793,1976,197900
2526,2.0,776.0,708.0,708,7,1416,6,6,1968,2,red,1,bad,bad,3,1,5,1,708,1968,179900
1773,2.0,517.0,1105.0,1105,9,2202,8,5,1992,2,red,1,bad,good,4,1,9,1,1097,1993,263000
2120,1.0,299.0,990.0,990,5,990,5,5,1994,1,red,0,NA,bad,3,1,4,0,0,1994,126000
2488,2.0,576.0,864.0,1211,6,1211,5,6,1962,1,red,1,bad,bad,2,1,3,0,0,2002,144000
575,2.0,484.0,1226.0,1226,4,1226,8,5,1981,1,red,2,bad,good,1,1,9,0,0,1981,211500
2927,0.0,0.0,912.0,970,6,970,5,5,1992,1,red,0,NA,bad,3,1,7,0,0,1992,132000
2585,2.0,400.0,216.0,1575,5,1575,6,6,1951,1,red,1,good,good,2,1,6,1,0,1951,155000
2252,2.0,506.0,1454.0,1478,6,1478,7,5,1991,2,red,1,bad,bad,3,1,5,0,0,1992,210000
1561,2.0,482.0,1594.0,1646,5,1646,7,5,2004,2,red,1,good,amazing,2,1,7,0,0,2005,250000
2915,1.0,336.0,1104.0,1360,8,1360,5,5,1969,1,red,1,bad,bad,3,1,5,0,0,1979,140000
1905,2.0,540.0,816.0,1127,9,1977,6,6,1964,1,red,1,bad,bad,4,1,6,1,850,1978,165000
360,2.0,389.0,808.0,808,7,1593,6,5,1992,2,red,1,bad,bad,3,1,12,1,785,1993,178000
612,2.0,368.0,1208.0,1576,7,1576,6,6,1961,1,red,1,horrible,good,4,1,9,0,0,1961,174500
242,2.0,504.0,1250.0,1298,5,1298,5,3,1964,2,red,0,NA,bad,3,1,6,0,0,1964,114000
2844,1.0,275.0,616.0,1055,5,1273,4,7,1910,1,red,0,NA,good,3,1,9,0,218,1993,121000
2471,2.0,612.0,1400.0,1400,6,1400,7,5,2005,2,red,0,NA,good,3,1,10,0,0,2006,186800
1844,2.0,440.0,756.0,756,4,1512,6,5,2000,2,red,1,bad,good,2,1,6,1,756,2000,168500
378,2.0,479.0,1140.0,1707,7,1707,6,5,1978,2,red,1,bad,bad,3,1,5,0,0,1998,184000
2768,2.0,576.0,870.0,914,5,914,5,5,1996,1,red,0,NA,bad,2,1,7,0,0,1996,148000
1969,2.0,440.0,822.0,1020,7,1851,6,8,1964,2,red,1,okay,good,3,1,7,1,831,1993,187000
1343,1.0,164.0,0.0,808,6,808,5,6,1945,1,red,0,NA,bad,1,1,6,0,0,1995,81300
1141,2.0,575.0,1408.0,1679,7,1679,6,5,1994,2,red,1,okay,good,3,1,10,0,0,1998,193500
1554,1.0,185.0,173.0,825,6,1361,4,7,1895,1,red,0,NA,bad,2,1,7,0,536,1950,89000
2369,1.0,264.0,672.0,672,7,1218,6,7,1972,1,red,0,NA,bad,3,1,5,1,546,1972,118000
736,1.0,280.0,780.0,825,6,1412,6,6,1939,1,green,1,good,bad,4,1,5,0,587,1950,132500
1414,0.0,0.0,1117.0,820,5,1347,5,7,1910,1,red,0,NA,bad,3,1,1,0,527,1991,107500
2621,2.0,625.0,0.0,1040,5,1040,5,7,1950,1,green,0,NA,bad,2,1,6,0,0,1950,109500
1431,2.0,528.0,990.0,990,5,990,5,7,1994,1,red,0,NA,bad,3,1,8,0,0,1994,155000
2674,2.0,410.0,793.0,793,5,1118,5,7,1939,1,red,1,good,bad,3,1,5,0,325,1950,119900
386,2.0,565.0,972.0,972,7,1811,8,5,2002,2,red,1,good,good,3,1,10,1,839,2002,235000
1529,1.0,240.0,1064.0,1166,6,1639,6,5,1936,1,blue,0,NA,bad,3,1,3,0,0,1950,115000
2582,1.0,286.0,1050.0,1050,6,1050,6,8,1954,1,red,0,NA,good,3,1,6,0,0,2000,156000
1342,1.0,336.0,704.0,624,6,1136,4,7,1929,1,red,0,NA,bad,2,1,8,0,512,1950,123000
2475,2.0,462.0,891.0,891,8,1686,7,5,2005,2,red,0,NA,good,3,1,4,1,795,2005,184000
1249,2.0,840.0,952.0,952,4,952,5,7,1951,1,red,0,NA,bad,2,1,6,0,0,1951,139000
2251,2.0,576.0,1409.0,1409,4,1409,7,5,2002,1,red,1,good,good,1,1,7,1,0,2002,245000
685,1.0,384.0,832.0,832,6,1461,4,7,1949,2,green,0,NA,bad,4,1,8,0,629,1996,133500
2245,2.0,495.0,1573.0,1625,5,1625,8,5,2006,2,red,1,good,good,2,1,10,0,0,2007,375000
1292,2.0,484.0,1362.0,1362,6,2082,7,5,2003,2,red,0,NA,good,3,1,6,1,720,2003,200000
123,2.0,484.0,1152.0,1152,6,1152,5,7,1964,1,red,1,good,bad,3,1,4,0,0,1964,180500
664,2.0,576.0,720.0,846,4,846,5,7,1920,1,red,0,NA,good,2,1,6,0,0,1950,106000
1826,1.0,288.0,876.0,902,6,902,5,6,1967,1,red,0,NA,bad,3,1,8,0,0,1967,125500
1992,2.0,480.0,616.0,616,6,1232,5,7,1910,1,red,0,NA,bad,3,1,6,0,616,1950,114000
2566,2.0,441.0,1246.0,1246,6,1246,6,5,1964,1,red,2,good,bad,3,1,11,0,0,1964,172000
233,2.0,522.0,1117.0,1117,8,1981,6,5,1978,2,red,1,bad,good,4,1,5,1,864,1992,230000
914,2.0,576.0,560.0,575,6,1135,7,9,1936,1,red,0,NA,good,3,1,4,0,560,2007,155000
2484,1.0,300.0,828.0,965,6,965,5,5,1965,1,red,0,NA,bad,3,1,7,0,0,1965,119900
775,2.0,528.0,840.0,860,4,860,5,6,1982,1,red,0,NA,bad,2,1,7,0,0,1982,137000
2383,3.0,874.0,1721.0,1740,8,1740,7,5,2006,2,red,0,NA,good,4,1,9,0,0,2006,293000
2399,3.0,874.0,1792.0,1792,6,1792,9,5,2003,2,red,1,good,amazing,2,1,8,0,0,2004,374000
2366,1.0,264.0,483.0,483,5,987,6,5,1973,1,red,0,NA,bad,2,1,6,1,504,1973,83000
1775,2.0,605.0,1369.0,1369,5,1369,7,6,2007,2,red,0,NA,good,3,1,9,0,0,2007,213133
797,1.0,280.0,560.0,698,6,1258,6,5,1939,1,red,0,NA,bad,2,1,10,0,560,1950,105000
2184,0.0,0.0,0.0,1152,6,1152,4,3,1955,2,red,0,NA,okay,2,2,9,0,0,1955,61500
2590,3.0,791.0,929.0,2039,7,2039,7,5,1941,1,red,3,good,bad,3,1,12,1,0,1963,167000
2311,2.0,642.0,964.0,993,8,2236,7,5,1997,2,red,1,bad,good,4,1,11,1,1243,1997,222000
425,3.0,890.0,1566.0,1600,7,1600,8,5,2007,2,red,1,good,good,3,1,7,0,0,2007,256300
2413,2.0,426.0,654.0,664,7,1496,7,5,2006,2,red,1,good,good,3,1,9,1,832,2006,179665
1904,1.0,308.0,808.0,808,5,808,5,8,1958,1,red,0,NA,bad,2,1,7,0,0,2000,112000
2172,2.0,622.0,1179.0,1179,5,1179,6,6,1960,1,red,0,NA,bad,2,1,6,0,0,1960,110000
808,2.0,528.0,1086.0,1224,6,1224,5,5,1979,0,red,2,bad,bad,2,2,6,2,0,1979,153337
1900,2.0,512.0,822.0,908,4,908,5,7,1940,1,red,0,NA,bad,2,1,10,0,0,1996,138500
2040,2.0,660.0,720.0,854,7,1382,5,6,1941,1,red,0,NA,bad,2,1,5,1,0,1950,128500
630,1.0,286.0,1169.0,1144,6,1144,5,7,1956,1,red,0,NA,bad,3,1,6,0,0,1956,150000
499,3.0,889.0,1264.0,1277,7,2344,7,5,1996,2,red,1,bad,good,3,1,7,1,1067,1997,265000
2412,2.0,440.0,738.0,738,8,1492,7,5,2006,2,red,0,NA,good,3,1,9,1,754,2006,169985
1645,2.0,477.0,585.0,1140,7,1868,6,7,1984,3,red,1,bad,bad,3,1,1,1,728,2003,178000
1812,2.0,539.0,1349.0,1349,6,1349,7,5,2000,2,red,0,NA,bad,3,1,12,0,0,2001,179000
1921,1.0,260.0,1056.0,1056,6,1056,5,7,1954,1,red,0,NA,bad,3,1,7,0,0,2005,139400
800,2.0,576.0,520.0,1338,5,1338,6,5,1983,1,red,1,horrible,good,2,1,9,1,0,1983,156500
2546,2.0,430.0,1008.0,1488,7,1488,6,6,1964,1,red,1,good,bad,3,1,4,1,0,1964,167000
2752,2.0,632.0,1199.0,1220,6,1220,7,5,2006,2,red,0,NA,good,2,1,7,0,0,2006,194000
2364,2.0,440.0,525.0,525,6,1092,6,5,1973,1,red,0,NA,bad,3,1,12,1,567,1973,105500
421,3.0,754.0,1776.0,1794,10,2772,9,5,2007,3,red,3,good,amazing,4,1,6,1,978,2007,462000
750,1.0,164.0,910.0,916,7,1826,7,8,1915,1,red,1,good,amazing,4,1,6,1,910,2005,155000
2161,2.0,639.0,939.0,939,8,1797,7,5,2006,2,red,0,NA,good,3,1,4,1,858,2006,213500
1230,2.0,456.0,1144.0,1144,6,1144,5,6,1961,1,red,0,NA,bad,3,1,9,0,0,1961,139950
496,3.0,810.0,1455.0,1466,10,2687,8,5,2000,2,red,2,bad,good,4,1,9,1,1221,2000,327000
1941,1.0,420.0,924.0,924,6,924,5,5,1952,1,red,0,NA,bad,2,1,6,0,0,1952,112500
1185,2.0,530.0,1304.0,1682,7,1682,7,6,1970,2,red,1,good,bad,3,1,5,0,0,1970,174000
1364,1.0,384.0,768.0,788,6,1236,6,6,1925,2,red,1,good,bad,3,1,8,0,448,1950,127000
837,2.0,470.0,928.0,928,7,1764,6,5,1997,2,red,0,NA,good,3,1,8,1,836,1997,231500
2428,3.0,648.0,1520.0,1567,7,1567,8,5,2006,2,red,1,good,amazing,1,1,10,0,0,2006,264561
2334,3.0,736.0,1850.0,1850,11,2698,10,5,2006,2,red,1,good,amazing,4,1,7,1,848,2006,535000
1507,1.0,286.0,911.0,930,5,930,4,5,1953,1,red,0,NA,bad,2,1,5,0,0,1953,99000
2786,2.0,552.0,894.0,894,5,894,5,7,1972,1,red,0,NA,bad,3,1,7,0,0,1972,149900
2607,2.0,484.0,1024.0,1086,6,1086,5,5,1966,1,red,1,good,bad,3,1,6,0,0,1966,159950
1039,1.0,264.0,483.0,483,5,987,6,5,1973,1,red,0,NA,bad,2,1,2,1,504,1973,103400
596,2.0,498.0,1165.0,1165,8,2061,7,5,1974,2,red,1,bad,bad,4,1,5,1,896,1974,168500
2491,1.0,294.0,882.0,909,5,909,5,6,1968,1,red,0,NA,bad,3,1,11,0,0,1968,116000
2734,1.0,230.0,896.0,1112,8,2008,5,8,1948,3,red,0,NA,amazing,3,1,8,0,896,2002,225000
2650,1.0,216.0,738.0,714,7,1376,3,5,1905,1,blue,0,NA,bad,2,1,3,0,662,1950,96900
1827,2.0,564.0,1223.0,1271,7,2503,7,5,1990,2,red,1,bad,good,3,1,2,1,1232,1990,300000
2279,2.0,460.0,920.0,936,3,936,6,5,1996,0,red,0,NA,bad,0,1,6,1,0,1997,140000
127,2.0,400.0,1140.0,1929,7,2461,5,7,1952,2,red,2,good,bad,3,1,3,0,532,2002,197600
2486,2.0,504.0,1728.0,1728,10,1728,5,5,1963,2,red,0,NA,bad,6,2,11,0,0,1963,125000
407,1.0,264.0,630.0,630,6,1302,5,7,1972,2,red,0,NA,bad,3,1,2,1,672,1972,119500
150,1.0,305.0,972.0,972,5,972,5,6,1955,1,red,0,NA,bad,3,1,6,0,0,1955,122500
2829,2.0,380.0,970.0,970,7,1709,7,5,2004,2,red,0,NA,good,3,1,5,0,739,2004,130000
1460,3.0,725.0,1357.0,1366,7,1947,9,5,2001,2,red,1,bad,good,3,1,1,1,581,2002,274000
1658,2.0,539.0,702.0,1041,7,1743,6,6,1968,1,red,1,good,bad,3,1,6,2,702,1968,175000
62,2.0,712.0,1463.0,1500,9,2622,8,5,1994,2,red,2,bad,good,3,1,4,1,1122,1995,325000
95,2.0,480.0,600.0,600,4,1200,7,5,2004,2,red,0,NA,good,2,1,4,1,600,2004,155000
974,1.0,288.0,864.0,874,5,874,5,6,1968,1,red,0,NA,bad,3,1,11,0,0,1968,130000
2228,2.0,625.0,1696.0,1696,7,1696,7,5,1971,2,red,2,bad,bad,3,1,2,0,0,1971,198000
2303,0.0,0.0,974.0,974,5,974,5,5,1991,1,red,0,NA,bad,3,1,9,0,0,1992,93500
1605,2.0,816.0,816.0,816,4,816,5,8,1982,1,red,0,NA,bad,2,1,6,0,0,2003,138000
2313,2.0,409.0,691.0,691,6,1498,6,5,1995,2,red,1,bad,bad,3,1,7,1,807,1996,187500
2188,1.0,216.0,660.0,740,4,865,6,8,1920,1,red,1,good,bad,2,1,8,0,125,1995,108500
239,1.0,366.0,1172.0,1172,5,1172,5,7,1954,1,red,0,NA,bad,3,1,6,0,0,1998,128000
225,2.0,591.0,1319.0,1373,5,1373,5,5,1978,1,red,2,bad,bad,3,1,5,0,0,1978,160250
